id,lebel
1873,__label__5
1874,__label__9
1875,__label__1
1876,__label__1
1877,__label__1
1878,__label__1
1879,__label__1
1880,__label__1
1881,__label__3
1882,__label__3
1883,__label__1
1884,__label__1
1885,__label__1
1886,__label__1
1887,__label__1
1888,__label__4
1889,__label__1
1890,__label__1
1891,__label__2
1892,__label__5
1893,__label__5
1894,__label__1
1895,__label__8
1896,__label__4
1897,__label__1
1898,__label__3
1899,__label__3
1900,__label__1
1901,__label__1
1902,__label__1
1903,__label__2
1904,__label__2
1905,__label__1
1906,__label__1
1907,__label__1
1908,__label__2
1909,__label__5
1910,__label__5
1911,__label__5
1912,__label__5
1913,__label__5
1914,__label__5
1915,__label__5
1916,__label__1
1917,__label__1
1918,__label__4
1919,__label__3
1920,__label__1
1921,__label__1
1922,__label__1
1923,__label__1
1924,__label__1
1925,__label__1
1926,__label__1
1927,__label__2
1928,__label__1
1929,__label__3
1930,__label__8
1931,__label__2
1932,__label__2
1933,__label__2
1934,__label__5
1935,__label__5
1936,__label__1
1937,__label__1
1938,__label__8
1939,__label__1
1940,__label__3
1941,__label__1
1942,__label__1
1943,__label__2
1944,__label__1
1945,__label__5
1946,__label__5
1947,__label__1
1948,__label__7
1949,__label__1
1950,__label__1
1951,__label__4
1952,__label__5
1953,__label__3
1954,__label__7
1955,__label__4
1956,__label__1
1957,__label__1
1958,__label__2
1959,__label__5
1960,__label__5
1961,__label__5
1962,__label__5
1963,__label__5
1964,__label__2
1965,__label__1
1966,__label__1
1967,__label__1
1968,__label__1
1969,__label__3
1970,__label__1
1971,__label__3
1972,__label__4
1973,__label__3
1974,__label__2
1975,__label__1
1976,__label__2
1977,__label__5
1978,__label__4
1979,__label__5
1980,__label__5
1981,__label__5
1982,__label__1
1983,__label__3
1984,__label__3
1985,__label__1
1986,__label__3
1987,__label__8
1988,__label__5
1989,__label__7
1990,__label__7
1991,__label__4
1992,__label__4
1993,__label__8
1994,__label__1
1995,__label__1
1996,__label__2
1997,__label__2
1998,__label__5
1999,__label__5
2000,__label__5
2001,__label__2
2002,__label__1
2003,__label__3
2004,__label__3
2005,__label__3
2006,__label__1
2007,__label__1
2008,__label__1
2009,__label__1
2010,__label__2
2011,__label__7
2012,__label__1
2013,__label__5
2014,__label__5
2015,__label__5
2016,__label__5
2017,__label__5
2018,__label__1
2019,__label__1
2020,__label__1
2021,__label__1
2022,__label__1
2023,__label__1
2024,__label__1
2025,__label__4
2026,__label__5
2027,__label__5
2028,__label__5
2029,__label__5
2030,__label__5
2031,__label__7
2032,__label__3
2033,__label__1
2034,__label__2
2035,__label__5
2036,__label__7
2037,__label__1
2038,__label__1
2039,__label__4
2040,__label__1
2041,__label__1
2042,__label__1
2043,__label__1
2044,__label__5
